gvkey,iid,datadate,prccd,cshtrd,daily_return
25434,1,2021-07-06,115.73,5284048.0,0.006610420109593784
25434,1,2021-07-07,117.14,5380706.0,0.01218353063164268
25434,1,2021-07-08,115.99,4483944.0,-0.009817312617380947
25434,1,2021-07-09,117.47,3533056.0,0.012759720665574736
25434,1,2021-07-12,118.46,5683114.0,0.00842768366391411
25434,1,2021-07-13,119.55,5519480.0,0.009201418200236455
25434,1,2021-07-14,119.8,5698370.0,0.002091175240485077
25434,1,2021-07-15,118.97,6466851.0,-0.0069282136894824875
25434,1,2021-07-16,118.73,5022194.0,-0.002017315289568722
25434,1,2021-07-19,115.32,7723921.0,-0.02872062663185393
25434,1,2021-07-20,117.42,5117640.0,0.01821019771071808
25434,1,2021-07-21,119.27,4375961.0,0.015755407937319
25434,1,2021-07-22,122.63,7166201.0,0.02817137586987517
25434,1,2021-07-23,125.97,7929663.0,0.027236402185435882
25434,1,2021-07-26,126.06,4809287.0,0.00071445582281493
25434,1,2021-07-27,126.03,5874799.0,-0.0002379819133745409
25434,1,2021-07-28,122.41,11506220.0,-0.02872331984448151
25434,1,2021-07-29,122.38,6609920.0,-0.00024507801650197614
25434,1,2021-07-30,121.43,5710675.0,-0.007762706324562774
25434,1,2021-08-02,120.37,5991783.0,-0.008729309066952129
25434,1,2021-08-03,119.13,6024626.0,-0.010301570158677498
25434,1,2021-08-04,118.25,6673385.0,-0.007386888273314796
25434,1,2021-08-05,119.03,4279597.0,0.006596194503171171
25434,1,2021-08-06,119.05,6830132.0,0.00016802486768030533
25434,1,2021-08-09,117.94,4555378.0,-0.009323813523729574
25434,1,2021-08-10,116.39,9832214.0,-0.013142275733423747
25434,1,2021-08-11,116.5,6470685.0,0.0009450983761492004
25434,1,2021-08-12,115.75,4357796.0,-0.006437768240343367
25434,1,2021-08-13,116.76,4360198.0,0.008725701943844477
25434,1,2021-08-16,117.54,5973841.0,0.0066803699897224345
25434,1,2021-08-17,116.57,4718426.0,-0.008252509783903461
25434,1,2021-08-18,115.68,4517849.0,-0.007634897486488712
25434,1,2021-08-19,114.32,5316672.0,-0.011756569847856224
25434,1,2021-08-20,114.63,3466009.0,0.002711686494051735
25434,1,2021-08-23,115.15,4230438.0,0.004536334292942534
25434,1,2021-08-24,115.08,3442780.0,-0.0006079027355623268
25434,1,2021-08-25,115.57,3749608.0,0.0042579075425790425
25434,1,2021-08-26,114.32,5187041.0,-0.010815955697845436
25434,1,2021-08-27,115.12,4200752.0,0.0069979006298110935
25434,1,2021-08-30,115.61,3074245.0,0.00425642807505211
25434,1,2021-08-31,117.49,6993543.0,0.01626156906841958
25434,1,2021-09-01,117.45,4400044.0,-0.00034045450676645217
25434,1,2021-09-02,117.37,3801644.0,-0.0006811409110260014
25434,1,2021-09-03,117.19,2920544.0,-0.00153361165544863
25434,1,2021-09-07,115.79,4261598.0,-0.011946411809881319
25434,1,2021-09-08,118.04,5531295.0,0.01943172985577335
25434,1,2021-09-09,118.79,4708239.0,0.006353778380210118
25434,1,2021-09-10,119.34,6309221.0,0.004630019361899107
25434,1,2021-09-13,119.18,4377595.0,-0.0013407072230601225
25434,1,2021-09-14,118.86,4557698.0,-0.0026850142641383634
25434,1,2021-09-15,114.64,11492400.0,-0.03550395423186947
25434,1,2021-09-16,114.67,7994486.0,0.0002616887648290156
25434,1,2021-09-17,113.41,9257685.0,-0.010988052672887494
25434,1,2021-09-20,111.82,7792837.0,-0.01401992769597038
25434,1,2021-09-21,112.22,5466047.0,0.003577177606868265
25434,1,2021-09-22,113.07,4547019.0,0.007574407414008055
25434,1,2021-09-23,114.14,3840903.0,0.009463164411426694
25434,1,2021-09-24,114.11,3936716.0,-0.0002628351147713204
25434,1,2021-09-27,113.68,3988577.0,-0.0037682937516431148
25434,1,2021-09-28,111.71,5776289.0,-0.017329345531316043
25434,1,2021-09-29,112.17,4384620.0,0.004117805030883659
25434,1,2021-09-30,110.31,5922388.0,-0.016581973789783322
25434,1,2021-10-01,112.92,5633612.0,0.023660592874626074
25434,1,2021-10-04,111.46,4495103.0,-0.012929507616011415
25434,1,2021-10-05,110.85,5730124.0,-0.005472815359770289
25434,1,2021-10-06,111.64,5729596.0,0.007126747857465032
25434,1,2021-10-07,112.21,5547371.0,0.005105696882837574
25434,1,2021-10-08,111.22,3785110.0,-0.008822743071027483
25434,1,2021-10-11,110.94,5983056.0,-0.002517532817838508
25434,1,2021-10-12,111.0,3864430.0,0.0005408328826392861
25434,1,2021-10-13,110.76,4805801.0,-0.00216216216216214
25434,1,2021-10-14,111.87,5194394.0,0.010021668472372625
25434,1,2021-10-15,111.45,5855164.0,-0.0037543577366586645
25434,1,2021-10-18,113.37,4888986.0,0.017227456258411822
25434,1,2021-10-19,113.49,5796718.0,0.001058481079650564
25434,1,2021-10-20,113.86,7642113.0,0.0032601991364877847
25434,1,2021-10-21,114.44,3674686.0,0.00509397505708753
25434,1,2021-10-22,114.55,3395614.0,0.0009612023767913147
25434,1,2021-10-25,114.71,4289244.0,0.0013967699694457103
25434,1,2021-10-26,114.92,5945767.0,0.0018307035132072436
25434,1,2021-10-27,113.51,5850226.0,-0.012269404803341377
25434,1,2021-10-28,113.2,7449126.0,-0.0027310369130473244
25434,1,2021-10-29,106.07,27388890.0,-0.0629858657243817
25434,1,2021-11-01,109.8,14173620.0,0.03516545677382865
25434,1,2021-11-02,111.45,11535980.0,0.015027322404371546
25434,1,2021-11-03,112.61,6419153.0,0.010408254822790397
25434,1,2021-11-04,112.16,8208692.0,-0.0039960927093508625
25434,1,2021-11-05,116.91,10252730.0,0.04235021398002847
25434,1,2021-11-08,115.16,8740204.0,-0.014968779402959487
25434,1,2021-11-09,114.13,6745629.0,-0.008944077804793338
25434,1,2021-11-10,113.25,6560798.0,-0.007710505563830683
25434,1,2021-11-11,111.44,7188170.0,-0.015982339955849856
25434,1,2021-11-12,111.72,7344834.0,0.002512562814070307
25434,1,2021-11-15,111.87,6564422.0,0.0013426423200859627
25434,1,2021-11-16,112.23,7919162.0,0.0032180209171359664
25434,1,2021-11-17,112.52,5761838.0,0.0025839793281652312
25434,1,2021-11-18,112.9,5623456.0,0.0033771773906861036
25434,1,2021-11-19,110.78,6921070.0,-0.018777679362267485
25434,1,2021-11-22,111.45,5966199.0,0.006048023108864431
25434,1,2021-11-23,113.58,7910258.0,0.019111709286675493
25434,1,2021-11-24,113.97,4462967.0,0.0034337031167459564
25434,1,2021-11-26,110.66,6703214.0,-0.02904273054312545
25434,1,2021-11-29,110.73,7101799.0,0.0006325682270016397
25434,1,2021-11-30,109.64,9481377.0,-0.009843764110900377
25434,1,2021-12-01,108.66,7618177.0,-0.008938343670193416
25434,1,2021-12-02,111.42,7707599.0,0.025400331308669255
25434,1,2021-12-03,111.24,6875520.0,-0.001615508885298933
25434,1,2021-12-06,113.36,8122892.0,0.019057892844300595
25434,1,2021-12-07,116.26,8774929.0,0.025582215949188525
25434,1,2021-12-08,116.25,5806036.0,-8.601410631348116e-05
25434,1,2021-12-09,115.35,5663333.0,-0.007741935483871032
25434,1,2021-12-10,116.73,6110660.0,0.011963589076723125
25434,1,2021-12-13,115.56,6395686.0,-0.010023130300693905
25434,1,2021-12-14,114.71,6537801.0,-0.007355486327448979
25434,1,2021-12-15,114.68,6892907.0,-0.00026152907331522535
25434,1,2021-12-16,113.59,7539287.0,-0.009504708754796032
25434,1,2021-12-17,108.63,13694360.0,-0.04366581565278638
25434,1,2021-12-20,108.09,6311239.0,-0.004971002485501197
25434,1,2021-12-21,110.37,4679899.0,0.0210935331668054
25434,1,2021-12-22,111.74,3642642.0,0.012412793331521232
25434,1,2021-12-23,112.37,3356463.0,0.005638088419545495
25434,1,2021-12-27,114.22,3716485.0,0.016463468897392586
25434,1,2021-12-28,115.57,4560897.0,0.011819296095254783
25434,1,2021-12-29,116.38,4214803.0,0.007008739292203803
25434,1,2021-12-30,116.24,4068410.0,-0.0012029558343358282
25434,1,2021-12-31,116.97,3673377.0,0.00628011011699936
25434,1,2022-01-03,116.68,5464029.0,-0.002479268188424366
25434,1,2022-01-04,114.24,8366711.0,-0.020911895783339185
25434,1,2022-01-05,110.44,8614469.0,-0.033263305322128844
25434,1,2022-01-06,111.14,6097036.0,0.006338283230713504
25434,1,2022-01-07,107.57,11253020.0,-0.032121648371423506
25434,1,2022-01-10,106.03,8496590.0,-0.014316259180068736
25434,1,2022-01-11,104.04,13047210.0,-0.018768273130246094
25434,1,2022-01-12,103.87,11804740.0,-0.0016339869281045694
25434,1,2022-01-13,102.4,9813282.0,-0.014152305766823914
25434,1,2022-01-14,100.12,13699610.0,-0.022265624999999956
25434,1,2022-01-18,97.73,11394940.0,-0.023871354374750298
25434,1,2022-01-19,96.87,10848640.0,-0.008799754425457884
25434,1,2022-01-20,95.72,20290230.0,-0.01187158046866943
25434,1,2022-01-21,96.31,13428800.0,0.0061638111157542586
25434,1,2022-01-24,98.1,17113840.0,0.018585816633786667
25434,1,2022-01-25,97.01,12354660.0,-0.01111111111111096
25434,1,2022-01-26,95.58,11857750.0,-0.014740748376456114
25434,1,2022-01-27,95.32,7321086.0,-0.00272023435865254
25434,1,2022-01-28,97.21,8342204.0,0.019827947964750292
25434,1,2022-01-31,98.32,8799690.0,0.011418578335562257
25434,1,2022-02-01,98.76,11048040.0,0.004475183075671296
25434,1,2022-02-02,97.73,15520760.0,-0.010429323612798691
25434,1,2022-02-03,95.94,8893561.0,-0.018315767932057803
25434,1,2022-02-04,95.0,8262172.0,-0.009797790285595132
25434,1,2022-02-07,95.19,6845743.0,0.0020000000000000018
25434,1,2022-02-08,94.92,7158984.0,-0.0028364323983611772
25434,1,2022-02-09,97.13,9348602.0,0.02328276443320676
25434,1,2022-02-10,95.31,9080590.0,-0.018737774117162487
25434,1,2022-02-11,93.73,6921147.0,-0.016577483999580256
25434,1,2022-02-14,93.65,7946709.0,-0.0008535154166221526
25434,1,2022-02-15,94.51,7610629.0,0.009183128670581908
25434,1,2022-02-16,95.18,6542922.0,0.007089196910379902
25434,1,2022-02-17,93.05,6573215.0,-0.022378650977096126
25434,1,2022-02-18,93.34,6207431.0,0.0031166039763568243
25434,1,2022-02-22,93.11,8620322.0,-0.002464109706449613
25434,1,2022-02-23,89.65,9666259.0,-0.03716034797551282
25434,1,2022-02-24,91.01,9255186.0,0.015170105967651892
25434,1,2022-02-25,92.58,7031295.0,0.017250851554774016
25434,1,2022-02-28,91.79,8588529.0,-0.008533160509829218
25434,1,2022-03-01,90.14,7097032.0,-0.01797581435886264
25434,1,2022-03-02,92.77,10717170.0,0.029176836032837716
25434,1,2022-03-03,91.53,6583486.0,-0.013366389996766093
25434,1,2022-03-04,90.03,7177855.0,-0.016388069485414603
25434,1,2022-03-07,84.46,14600140.0,-0.06186826613351115
25434,1,2022-03-08,84.0,10688330.0,-0.005446365143263021
25434,1,2022-03-09,87.6,8806263.0,0.042857142857142705
25434,1,2022-03-10,87.16,9111858.0,-0.005022831050228271
25434,1,2022-03-11,82.73,15344110.0,-0.05082606700321235
25434,1,2022-03-14,79.29,18191760.0,-0.04158104677867758
25434,1,2022-03-15,83.12,12536390.0,0.04830369529574985
25434,1,2022-03-16,87.41,21195400.0,0.051612127045235656
25434,1,2022-03-17,87.66,8550768.0,0.002860084658505846
25434,1,2022-03-18,89.6,23746640.0,0.022130960529317845
25434,1,2022-03-21,86.86,11907340.0,-0.030580357142857117
25434,1,2022-03-22,87.89,8441576.0,0.011858162560442143
25434,1,2022-03-23,86.22,7667389.0,-0.019001024007281875
25434,1,2022-03-24,87.12,6161330.0,0.010438413361169241
25434,1,2022-03-25,87.45,7047533.0,0.0037878787878786735
25434,1,2022-03-28,88.38,5978058.0,0.010634648370497324
25434,1,2022-03-29,91.23,8961143.0,0.03224711473183994
25434,1,2022-03-30,91.03,8120294.0,-0.002192261317549127
25434,1,2022-03-31,90.97,11301130.0,-0.0006591233659233309
25434,1,2022-04-01,91.49,6515167.0,0.005716170165988688
25434,1,2022-04-04,88.09,16235560.0,-0.03716253142419923
25434,1,2022-04-05,84.12,17514770.0,-0.045067544556703365
25434,1,2022-04-06,83.36,10560970.0,-0.00903471231573949
25434,1,2022-04-07,83.12,10866830.0,-0.0028790786948176272
25434,1,2022-04-08,81.52,9275440.0,-0.01924927815206945
25434,1,2022-04-11,80.68,8595018.0,-0.010304219823356053
25434,1,2022-04-12,79.79,8463400.0,-0.011031234506693077
25434,1,2022-04-13,80.92,8591521.0,0.014162175711242009
25434,1,2022-04-14,79.5,9554795.0,-0.017548195748887774
25434,1,2022-04-18,79.6,7791019.0,0.0012578616352201255
25434,1,2022-04-19,81.22,8615759.0,0.020351758793969887
25434,1,2022-04-20,80.17,8350779.0,-0.012927850283181441
25434,1,2022-04-21,78.96,8132468.0,-0.015092927529000932
25434,1,2022-04-22,77.92,10299800.0,-0.01317122593718334
25434,1,2022-04-25,77.98,10253480.0,0.0007700205338809774
25434,1,2022-04-26,75.63,8787732.0,-0.030135932290330958
25434,1,2022-04-27,74.74,8456413.0,-0.011767817003834447
25434,1,2022-04-28,76.58,8809787.0,0.024618678084024737
25434,1,2022-04-29,74.64,9181130.0,-0.02533298511360671
25434,1,2022-05-02,75.37,12371780.0,0.00978027867095399
25434,1,2022-05-03,74.33,15244750.0,-0.01379859360488267
25434,1,2022-05-04,81.64,30087550.0,0.09834521727431733
25434,1,2022-05-05,77.48,19108210.0,-0.05095541401273884
25434,1,2022-05-06,76.52,11152010.0,-0.01239029426948901
25434,1,2022-05-09,73.49,12828010.0,-0.039597490852064876
25434,1,2022-05-10,71.86,14080600.0,-0.02217988842019314
25434,1,2022-05-11,70.06,12108610.0,-0.025048705816866135
25434,1,2022-05-12,69.9,15437920.0,-0.00228375677990289
25434,1,2022-05-13,75.6,18154030.0,0.08154506437768227
25434,1,2022-05-16,72.42,11428160.0,-0.042063492063491914
25434,1,2022-05-17,73.72,12451310.0,0.017950842308754433
25434,1,2022-05-18,71.28,10570790.0,-0.03309820944112851
25434,1,2022-05-19,71.93,11189620.0,0.009118967452300897
25434,1,2022-05-20,73.39,15934690.0,0.02029751146948411
25434,1,2022-05-23,73.42,10733680.0,0.00040877503747105415
25434,1,2022-05-24,72.72,9222500.0,-0.009534186870062689
25434,1,2022-05-25,72.48,8336850.0,-0.0033003300330032292
25434,1,2022-05-26,74.49,8938219.0,0.027731788079470077
25434,1,2022-05-27,76.71,8494611.0,0.02980265807490934
25434,1,2022-05-31,78.5,23340540.0,0.023334636944335907
25434,1,2022-06-01,76.28,7557862.0,-0.02828025477707008
25434,1,2022-06-02,79.42,10232760.0,0.041164132144730026
25434,1,2022-06-03,79.05,10357790.0,-0.004658776126920228
25434,1,2022-06-06,78.98,7236630.0,-0.0008855154965210499
25434,1,2022-06-07,79.47,5509965.0,0.006204102304380843
25434,1,2022-06-08,78.47,5163440.0,-0.012583364791745266
25434,1,2022-06-09,78.91,13200980.0,0.005607238435070716
25434,1,2022-06-10,75.67,8692598.0,-0.041059434799138206
25434,1,2022-06-13,72.36,9277971.0,-0.043742566406766215
25434,1,2022-06-14,72.31,7631863.0,-0.0006909894969595598
25434,1,2022-06-15,74.19,7673606.0,0.025999170239247693
25434,1,2022-06-16,70.95,10141170.0,-0.04367165386170635
25434,1,2022-06-17,71.87,9551029.0,0.012966878083157107
25434,1,2022-06-21,72.96,7871650.0,0.015166272436343275
25434,1,2022-06-22,73.3,6699959.0,0.004660087719298378
25434,1,2022-06-23,75.2,6581884.0,0.02592087312414737
25434,1,2022-06-24,78.11,18006850.0,0.03869680851063828
25434,1,2022-06-27,77.68,6670098.0,-0.005505056970938282
25434,1,2022-06-28,76.34,7142417.0,-0.017250257466529417
25434,1,2022-06-29,76.43,8974245.0,0.0011789363374379302
25434,1,2022-06-30,76.39,6778608.0,-0.0005233547036505026
25434,1,2022-07-01,79.26,7534736.0,0.03757036261290758
25434,1,2022-07-05,79.52,8087122.0,0.0032803431743626543
25434,1,2022-07-06,78.86,4651905.0,-0.008299798792756552
25434,1,2022-07-07,79.24,5391620.0,0.004818665990362625
25434,1,2022-07-08,79.28,3926585.0,0.0005047955577992536
25434,1,2022-07-11,77.9,5350952.0,-0.017406659939455005
25434,1,2022-07-12,77.76,5391713.0,-0.0017971758664955262
25434,1,2022-07-13,77.92,3896311.0,0.002057613168724215
25434,1,2022-07-14,78.2,4500165.0,0.0035934291581110056
25434,1,2022-07-15,79.62,5582726.0,0.018158567774936074
25434,1,2022-07-18,80.23,6691672.0,0.007661391610148227
25434,1,2022-07-19,82.55,5941083.0,0.028916864015954058
25434,1,2022-07-20,83.27,6848875.0,0.008721986674742555
25434,1,2022-07-21,83.54,7691419.0,0.0032424642728474673
25434,1,2022-07-22,83.59,6283063.0,0.0005985156811108006
25434,1,2022-07-25,81.5,5853282.0,-0.02500299078837187
25434,1,2022-07-26,80.31,6559566.0,-0.014601226993865013
25434,1,2022-07-27,82.96,6370476.0,0.03299713609762156
25434,1,2022-07-28,84.67,5581294.0,0.02061234329797501
25434,1,2022-07-29,84.78,5799963.0,0.0012991614503365945
25434,1,2022-08-01,84.91,7302009.0,0.001533380514272098
25434,1,2022-08-02,83.71,7164938.0,-0.014132610999882278
25434,1,2022-08-03,87.27,12905140.0,0.042527774459443446
25434,1,2022-08-04,86.88,7077462.0,-0.0044688896528016775
25434,1,2022-08-05,85.73,4827606.0,-0.013236648250460337
25434,1,2022-08-08,85.72,4877377.0,-0.00011664528169841315
25434,1,2022-08-09,84.84,3496966.0,-0.010265982267848806
25434,1,2022-08-10,86.49,5069718.0,0.01944837340876937
25434,1,2022-08-11,87.27,5593966.0,0.009018383628165205
25434,1,2022-08-12,88.31,5151932.0,0.01191703907413788
25434,1,2022-08-15,89.16,5598105.0,0.009625184010870758
25434,1,2022-08-16,89.4,4579853.0,0.0026917900403768957
25434,1,2022-08-17,88.35,3827544.0,-0.011744966442953197
25434,1,2022-08-18,88.55,3420598.0,0.002263723825693287
25434,1,2022-08-19,86.92,4596086.0,-0.018407679277244404
25434,1,2022-08-22,84.95,5904134.0,-0.02266451909802114
25434,1,2022-08-23,84.69,4558491.0,-0.0030606238964097088
25434,1,2022-08-24,86.05,4384330.0,0.01605856653678117
25434,1,2022-08-25,87.39,4231132.0,0.01557234166182453
25434,1,2022-08-26,84.06,6672651.0,-0.03810504634397527
25434,1,2022-08-29,84.12,5034164.0,0.0007137758743753775
25434,1,2022-08-30,83.41,6811412.0,-0.00844032334759881
25434,1,2022-08-31,84.07,6554184.0,0.00791272029732637
25434,1,2022-09-01,85.4,7544150.0,0.015820149875104272
25434,1,2022-09-02,82.94,10333260.0,-0.02880562060889935
25434,1,2022-09-06,84.52,11058310.0,0.01904991560163971
25434,1,2022-09-07,88.31,9940185.0,0.0448414576431615
25434,1,2022-09-08,89.46,7716788.0,0.013022307779413378
25434,1,2022-09-09,88.69,7093323.0,-0.00860719874804372
25434,1,2022-09-12,89.07,9070737.0,0.004284586762881792
25434,1,2022-09-13,87.84,15774990.0,-0.013809363422027543
25434,1,2022-09-14,92.7,24315240.0,0.055327868852458995
25434,1,2022-09-15,92.22,11043230.0,-0.00517799352750814
25434,1,2022-09-16,91.31,11982920.0,-0.009867707655606073
25434,1,2022-09-19,92.14,6283396.0,0.009089913481546308
25434,1,2022-09-20,90.79,6554950.0,-0.014651617104406323
25434,1,2022-09-21,88.6,8799975.0,-0.024121599295076734
25434,1,2022-09-22,84.7,9948962.0,-0.04401805869074482
25434,1,2022-09-23,84.17,7151074.0,-0.006257378984651729
25434,1,2022-09-26,84.81,7515020.0,0.007603659261019358
25434,1,2022-09-27,84.28,8621796.0,-0.0062492630586016285
25434,1,2022-09-28,87.11,7845859.0,0.03357854769814894
25434,1,2022-09-29,86.57,6878769.0,-0.006199058661462642
25434,1,2022-09-30,84.26,7733396.0,-0.02668360864040642
25434,1,2022-10-03,85.62,6737776.0,0.016140517446000535
25434,1,2022-10-04,88.51,5978831.0,0.03375379584209304
25434,1,2022-10-05,90.12,7976448.0,0.01819003502429095
25434,1,2022-10-06,89.35,6888684.0,-0.00854416333777197
25434,1,2022-10-07,87.03,6603914.0,-0.02596530498041405
25434,1,2022-10-10,87.06,5091264.0,0.00034470872113057105
25434,1,2022-10-11,86.21,5529236.0,-0.009763381575924712
25434,1,2022-10-12,86.87,5257726.0,0.0076557243939219255
25434,1,2022-10-13,89.37,7614146.0,0.028778634741567943
25434,1,2022-10-14,86.37,6314988.0,-0.033568311513930804
25434,1,2022-10-17,88.9,6253480.0,0.0292925784415885
25434,1,2022-10-18,88.96,5483034.0,0.0006749156355454478
25434,1,2022-10-19,87.52,6469807.0,-0.01618705035971224
25434,1,2022-10-20,86.79,4536834.0,-0.008340950639853628
25434,1,2022-10-21,88.61,9086664.0,0.020970157852286953
25434,1,2022-10-24,83.76,16482190.0,-0.054734228642365323
25434,1,2022-10-25,85.21,10651850.0,0.017311365807067602
25434,1,2022-10-26,85.89,9984473.0,0.007980284004224902
25434,1,2022-10-27,85.28,9521731.0,-0.007102107346606101
25434,1,2022-10-28,87.1,8244317.0,0.021341463414634054
25434,1,2022-10-31,86.59,7400219.0,-0.005855338691159506
25434,1,2022-11-01,87.1,6216219.0,0.00588982561496687
25434,1,2022-11-02,84.58,7650780.0,-0.028932261768082612
25434,1,2022-11-03,84.68,8785345.0,0.0011823126034524734
25434,1,2022-11-04,91.86,20190460.0,0.08478979688238053
25434,1,2022-11-07,90.45,10187680.0,-0.015349444807315482
25434,1,2022-11-08,92.75,9670941.0,0.025428413488114865
25434,1,2022-11-09,91.63,6268822.0,-0.012075471698113294
25434,1,2022-11-10,96.26,10403920.0,0.05052930263014299
25434,1,2022-11-11,97.38,8292557.0,0.0116351547891127
25434,1,2022-11-14,97.42,8519443.0,0.0004107619634421411
25434,1,2022-11-15,97.83,6407559.0,0.004208581400123146
25434,1,2022-11-16,97.07,5348222.0,-0.00776857814576315
25434,1,2022-11-17,96.97,5245326.0,-0.001030184403008061
25434,1,2022-11-18,97.95,5963970.0,0.01010621841806758
25434,1,2022-11-21,98.32,4496911.0,0.00377743746809589
25434,1,2022-11-22,98.43,5398270.0,0.001118795768918046
25434,1,2022-11-23,99.52,5942523.0,0.011073859595651658
25434,1,2022-11-25,99.56,2320020.0,0.00040192926045024
25434,1,2022-11-28,98.66,5257167.0,-0.00903977501004427
25434,1,2022-11-29,98.66,4421534.0,0.0
25434,1,2022-11-30,102.2,14982910.0,0.03588080275694305
25434,1,2022-12-01,103.37,7440979.0,0.011448140900195636
25434,1,2022-12-02,105.05,7915343.0,0.016252297571829333
25434,1,2022-12-05,103.55,9284496.0,-0.014278914802475007
25434,1,2022-12-06,102.08,8380020.0,-0.014196040560115919
25434,1,2022-12-07,101.87,4193603.0,-0.0020572100313479558
25434,1,2022-12-08,103.74,5464580.0,0.018356729164621388
25434,1,2022-12-09,101.79,7998424.0,-0.018796992481202923
25434,1,2022-12-12,102.7,5795328.0,0.008939974457215838
25434,1,2022-12-13,102.11,7060330.0,-0.0057448880233690325
25434,1,2022-12-14,102.19,5622493.0,0.0007834688081480579
25434,1,2022-12-15,99.99,7243852.0,-0.02152852529601723
25434,1,2022-12-16,98.83,13859220.0,-0.011601160116011533
25434,1,2022-12-19,98.3,5768935.0,-0.005362744106040651
25434,1,2022-12-20,98.0,4530224.0,-0.003051881993896166
25434,1,2022-12-21,98.67,5564092.0,0.0068367346938775775
25434,1,2022-12-22,97.76,4756029.0,-0.00922266139657446
25434,1,2022-12-23,98.27,3941610.0,0.0052168576104745235
25434,1,2022-12-27,99.2,4398949.0,0.009463722397476504
25434,1,2022-12-28,98.6,3490096.0,-0.006048387096774244
25434,1,2022-12-29,99.77,3974204.0,0.01186612576064916
25434,1,2022-12-30,99.2,3987372.0,-0.005713140222511681
25434,1,2023-01-03,100.83,6605767.0,0.01643145161290316
25434,1,2023-01-04,104.46,8137149.0,0.036001190121987436
25434,1,2023-01-05,104.43,5572431.0,-0.0002871912693852563
25434,1,2023-01-06,106.69,9630343.0,0.021641290816815095
25434,1,2023-01-09,104.74,10124020.0,-0.018277251851157583
25434,1,2023-01-10,106.0,4182315.0,0.012029788046591605
25434,1,2023-01-11,106.3,5631911.0,0.002830188679245227
25434,1,2023-01-12,105.85,4880810.0,-0.0042333019755409484
25434,1,2023-01-13,107.23,5524999.0,0.0130373169579594
25434,1,2023-01-17,106.75,7475916.0,-0.004476359227828075
25434,1,2023-01-18,105.0,5721671.0,-0.016393442622950838
25434,1,2023-01-19,104.26,5114085.0,-0.007047619047618969
25434,1,2023-01-20,105.04,6478447.0,0.007481296758104827
25434,1,2023-01-23,106.21,6319530.0,0.011138613861386037
25434,1,2023-01-24,106.64,5501753.0,0.004048582995951566
25434,1,2023-01-25,106.98,5410712.0,0.003188297074268709
25434,1,2023-01-26,108.76,6318733.0,0.016638624041876993
25434,1,2023-01-27,109.02,6845792.0,0.0023905847738137087
25434,1,2023-01-30,108.4,6878793.0,-0.0056870299027700355
25434,1,2023-01-31,109.14,5815060.0,0.006826568265682509
25434,1,2023-02-01,109.99,5827397.0,0.007788161993769416
25434,1,2023-02-02,109.15,9799950.0,-0.00763705791435576
25434,1,2023-02-03,104.3,15191140.0,-0.044434264773247856
25434,1,2023-02-06,105.02,6386853.0,0.006903163950143787
25434,1,2023-02-07,106.825,6205135.0,0.017187202437630944
25434,1,2023-02-08,106.3,5555522.0,-0.004914579920430651
25434,1,2023-02-09,106.05,5602067.0,-0.00235183443085607
25434,1,2023-02-10,107.09,6291481.0,0.009806694955209805
25434,1,2023-02-13,108.52,5191120.0,0.01335325427210754
25434,1,2023-02-14,107.98,5107250.0,-0.004976041282712784
25434,1,2023-02-15,109.0,4051707.0,0.009446193739581332
25434,1,2023-02-16,107.54,4593455.0,-0.013394495412843987
25434,1,2023-02-17,107.1,6875277.0,-0.004091500836898021
25434,1,2023-02-21,104.78,5425485.0,-0.02166199813258629
25434,1,2023-02-22,104.77,7516830.0,-9.543806069867156e-05
25434,1,2023-02-23,103.51,6857021.0,-0.012026343418917507
25434,1,2023-02-24,101.6,6018769.0,-0.01845232344701009
25434,1,2023-02-27,102.44,5234799.0,0.008267716535433012
25434,1,2023-02-28,102.09,5184562.0,-0.0034166341272939826
25434,1,2023-03-01,101.43,5379120.0,-0.006464883925947684
25434,1,2023-03-02,103.01,4776570.0,0.015577245390909988
25434,1,2023-03-03,104.55,4880652.0,0.014950004853897525
25434,1,2023-03-06,104.99,5235725.0,0.004208512673361975
25434,1,2023-03-07,103.34,3976135.0,-0.015715782455471894
25434,1,2023-03-08,102.5,4223603.0,-0.008128507838204069
25434,1,2023-03-09,100.3,5731338.0,-0.02146341463414636
25434,1,2023-03-10,99.38,6639928.0,-0.009172482552343042
25434,1,2023-03-13,99.08,6407940.0,-0.00301871603944448
25434,1,2023-03-14,99.46,6246891.0,0.0038352846184901423
25434,1,2023-03-15,99.34,6601553.0,-0.0012065151819825592
25434,1,2023-03-16,100.43,8187705.0,0.010972417958526215
25434,1,2023-03-17,98.7,10186800.0,-0.01722592850741811
25434,1,2023-03-20,99.85,4863365.0,0.011651469098277412
25434,1,2023-03-21,100.54,4741520.0,0.0069103655483226945
25434,1,2023-03-22,99.12,5916171.0,-0.014123731848020737
25434,1,2023-03-23,98.42,6877273.0,-0.007062146892655385
25434,1,2023-03-24,98.34,4684786.0,-0.0008128429181060159
25434,1,2023-03-27,98.66,6021366.0,0.0032540166768353362
25434,1,2023-03-28,98.72,4709409.0,0.0006081491992702137
25434,1,2023-03-29,100.62,4945344.0,0.019246353322528442
25434,1,2023-03-30,101.32,4082245.0,0.006956867421983537
25434,1,2023-03-31,104.13,6899098.0,0.027733912356889157
25434,1,2023-04-03,104.85,3854273.0,0.006914433880726101
25434,1,2023-04-04,104.0,3853737.0,-0.008106819265617515
